Image,Vehicle_Count,Traffic_Density
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-860_png_jpg.rf.aa9c494dca8429afd736a25f9ca84f16.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-865_png_jpg.rf.353568ab2eb719b55fff68c864b7c06e.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-865_png_jpg.rf.62562f747818ed7ef6f5257fb637e25f.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-865_png_jpg.rf.a298957183a937d7004c688ba781c1b1.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-870_png_jpg.rf.03f03f495ea76fc48163f05a23be8721.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-870_png_jpg.rf.32049c4908915120cf5252d49980f7cc.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-870_png_jpg.rf.726bd66c4f99d0d8a734549cf58c3e23.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-870_png_jpg.rf.877ce19b3cec1a9bc13619b14cee4531.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-870_png_jpg.rf.9c990853509c3825e827ac6fe1908bd9.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-870_png_jpg.rf.f097aa88dd92f2635f03a0dd0e909ce2.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-875_png_jpg.rf.192771c3924cdd8d256eff72ffdbc00d.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-875_png_jpg.rf.6ac2eb8f38cab1ad52470ffea98e1f2b.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-875_png_jpg.rf.826a2f20f5d76bff2f7b1f8ebef2b4eb.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-880_png_jpg.rf.03bd6d22f460180da9a843e7ab652cc0.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-880_png_jpg.rf.08615859208777505dc98506b071c085.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-880_png_jpg.rf.09dffed39f148e728e4a3e2f0c59e860.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-880_png_jpg.rf.3a946dcd88ea98d2afd68e9f126aaa8d.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-880_png_jpg.rf.6fb04a8f4246a58e55b36cacdfdd56e6.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-880_png_jpg.rf.a3068ab28a4cb735ee23de5f0bc3e580.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-895_png_jpg.rf.4a3bd6547be16ff49c689dc2f8f28451.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-895_png_jpg.rf.a083ec30f166daf1b163bf7b58bdd4a6.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-895_png_jpg.rf.b4c317dc4781a66824a9bcd355403cec.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-900_png_jpg.rf.1aa44c4a0fb59584efa8290ce6eda41e.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-900_png_jpg.rf.449a7df3ddcaad8eece4106d5ab8808d.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-900_png_jpg.rf.dc81acd41209678ab91ad3e8a368b0f3.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-975_png_jpg.rf.28d716e51455c6bd81fc25ed96f6b04d.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-975_png_jpg.rf.3ebeb176adc5a76a7680b16ea4632069.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-975_png_jpg.rf.7faf8be3e663749d913ba643b3a2d2b0.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-985_png_jpg.rf.479f7da57fd6418b2ff7925eb94db1a4.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-985_png_jpg.rf.784b53152bf10d66636272ffbb9a8b44.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-985_png_jpg.rf.7c032c8164979195f9b1ed52ac729d35.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-985_png_jpg.rf.8ded912c2bd3f468b933268587d1eec4.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-985_png_jpg.rf.99b3ebd95abc586f73610ea9b5ae37d2.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-985_png_jpg.rf.dcc492d5f641b32d4404108c067e85a2.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-990_png_jpg.rf.046da8b8cbef08cab56465ca54343545.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-990_png_jpg.rf.8ec80c377e0559a8b138137ffa00d462.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-990_png_jpg.rf.af9ac48a123a4a935366eca2beb990dc.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.166984283fb75fe5859fdfd7ef622222.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.3338e0e4de2dfb76221c61f9f71cb339.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.3de71190786c7ad62ee650c1cec48b92.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.586c30fc69da5ce84d677c5f0775d78d.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.5de2302eb7b5fdc0fed99afb6a4f0308.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.62def4b1d757910c2005f933367c2e66.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.6e3864397650081f6bd1511c8e3e02af.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.73f55afcc9634d79fb95385be2c6da21.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.75c7f06f02ac21f17dee2f2d5e9e22a4.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.8fea32ea1501c4c4ef751c8a62b32a2e.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.aa9b58fa96a02ba3c8c06744ea6bb0b7.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image01_png_jpg.rf.c07b17901a40967978ea6a4da5349f4c.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.076c18d14bc7b0c622fc6a513cac1474.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.115ed44bbc8f991622b40ed7619befe6.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.13d8e664a95d5baac86012e80df70b43.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.186be5301399615523ea0aa9c83473b9.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.1c6b2cb6c622386a03a2db7dbbd476a2.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.378ee1453a02ae7b641fcf33b667beec.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.4246ba3a6390cd64b825c9afc7a37ad0.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.49535d5cf4a3b3da44a075e5c8915317.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.68919fe619e8b5663c394c7e5e4f6246.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.8875fcb70a3a3da5ee7e4380942e88f0.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.a4f9d60185a6e50ca7b8dd36c92ea4fe.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.b1796fe1134fba924e8b58d98daaf662.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.cca8bbac06175eca7e95bcd5a9e5797e.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.edb669123b0c13dc6a393b189c475e43.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image03_png_jpg.rf.fc6f387f653fdd7b878115edb1de0596.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.11baf2722f1f35caf2722cbae21a4b1c.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.15c9db7344d69dbcaab6e5af018a33f3.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.2c9c8ba982663cd95380658a855c7c2d.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.44711caa79f147a639315c7db209b981.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.57359ed6cfcdfb8228ba01302e809914.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.586cc891f296c72a28abcb51afd33f2c.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.5f97230175b119c709019de46f138378.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.64be54e04c63ad9cefe57a07923fcd72.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.7096a053f88c128d90cba1b4d1058362.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.ad5e5790612ecf73a3362b46d42782b3.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.b7c1f2f5ed2a935cd75ffac5351265bb.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.bc1e428b88b707e69bde6c2c325f5f6c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.ccd7bb3dfbe39a08733780d2120cf762.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.e55ca07b7257b520ac03461de30deb56.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.f67da2eeb2c8be07e2272a19ab638ab6.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.f83afbf3c8ff8ba60443abbe0b3c8e6c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.f97a9944dfc95b843dca3bd6a0db91cb.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image04_png_jpg.rf.feac47b2d7a9ac1503d9b03e9b100fad.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.04fe863352f66d815fa060339ed0f262.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.1651b4b6c22f70fe8e6d43892b8d7f05.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.2a947e7be1dd78134fce9725417e2aa7.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.34b6fc16b6fc224062f500ca124471d4.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.48a5722fbe6ff785071465764ad7a368.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.7792a82bc0940b8ba90d2f239b3875ef.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.b3821466d30d59eb27e7f0e721367636.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.d184b3ba77ba96d9103a5b9a2d7d0b61.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image05_png_jpg.rf.d8a012a1b8627be5d73a58e545c7ee3c.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.0b9eac6c7e24691e27a68b1d00a3991d.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.0e372802ba4e2e6cf7cbf68429a17a9f.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.241db4601e57bd0b0c002e5808184205.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.38140e364a23520217541fb1324181c8.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.3b1b2ea9623c73606aa6e8b9ad8d28db.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.4b81125d6bcbfb286195b35f7af7727e.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.56a457b30a37f983a8084e20f128a3a6.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.597f4559b8c3bd08e1f06683ea26778d.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.759e23df675c3b800cf389a46d3b3fe9.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.8d279b4166ba36f50ad81fff990e067a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.9bed38a14b9ffa2335c8f8eacc602d67.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.9e2d563d77c7add293c49aedbba4dd72.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.a748664a414fcf76b7fcfdfb340f9e7c.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.b0181ccf534a411c0089a3a32161b9e0.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.ce65a1ec95c00929612870687b828e8a.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.dd07d72c11d6ddec07699ca8a3e34db1.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.de5d2d829e2cf304ed66ad7a0a67d3d9.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image06_png_jpg.rf.f504d9b639e83affd81c144763c3b63b.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.196184b564e9ba41b6459da6a81cdf68.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.27b6cb5280276be726c6e71e9e711f77.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.31a56da42c810268e22969e06eee9d4d.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.3620889c17fe83e97be2c237dd046119.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.473261aecd27a9cc48f3b2390e719f37.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.951590989705a5443667aa85c3625b8c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.960030f1741e3103b3c44d2c3e4135ba.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.c530e4fc92c0ed8f1b3d642425a16807.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image07_png_jpg.rf.effc1092200f67128bb22d8a8016e949.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.067b4cb2fe218e1b09c3dd1f1163a98a.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.173d2891a125eef79caa90d4d1baf8f5.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.2446b17c927d771e72d2054a9482ef3d.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.34b1a3ce482742f7a27fe0589883117b.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.612151829082acb01d292572772009da.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.62eb5c56c88eb7fa66ec2d8e529dc9ca.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.67c29240fe43816f13c2bd8bd11b7875.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.793c59bf8205ae01c2fe3e76bfece781.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.8d81eba1f5f292977e31cf100bc7b82f.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.8ebe9d7273f9c1b01f4e817a3a4f4076.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.aef21372bd3f85b9aa3fae82fa445ce6.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.b044f5c999c8848d5da00556c24b1064.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.b093325def90287e4566908d8dee0b14.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.f4e7f621b34843f0e81e3c8f990f031b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image08_png_jpg.rf.f800b45ed214b84bfc9b5808db190ed5.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image09_png_jpg.rf.51ae29702496a2e8eea1a631208fa062.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image09_png_jpg.rf.6925e5a90f434a94a5509bb438552c6c.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image09_png_jpg.rf.b039187386a465d1f3c76fff6e4bafe2.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image10_png_jpg.rf.104e621b5c5751015a66cb454367a5a3.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image10_png_jpg.rf.d68a445ab3d5c975f506c2f293911f3d.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image10_png_jpg.rf.d7b5216e352161e319ec62398b7d5662.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image10_png_jpg.rf.e27ee8479711c82bc69e471cff0eda3e.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\image10_png_jpg.rf.f73ce2c3da7a75ec4287ce3245d5123b.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\image10_png_jpg.rf.fac70e627078e8dbfa0b1b94fe2e0980.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.0f716b8158a19aca10f2370d7758bc52.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.33a880027d391584b27a8c6da4b05d17.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.5ac78439cb5d0b23319e33b20bf0cf4a.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.5dbbb23ebfef4fef841733ff0469a7a7.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.6edcbc613fd1894e50e553c8e0ee36c8.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.72c7c2f7c845abb9defa4fce833db91c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.a38308c97b7ddccba79228f87c28efa0.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.a71fb0d4f4cdf61df7295e55864106b2.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\image11_png_jpg.rf.d8d1dfc45c35e1884fe274e1fbb781c8.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image12_png_jpg.rf.35558d0ce06fc4ceae8da62c4faaa224.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image12_png_jpg.rf.5124101877010ac93ce36317f79760ff.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\image12_png_jpg.rf.57b0f463a0dff997479af4de740cb54c.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.19cebe67ce84e76c36ee4ba2c71d643e.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.20f6d7d17ad44b9807af3b2808577298.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.22b89b87d696f4bba50b89f626f12d48.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.264e5bdbc196c5c70cce2bd651f4e56d.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.27e44e56568cb977789410cb84d533f2.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.368a30922b9df90a51c68834cb4dac5a.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.5bba0fab217df8eb3c8b87df0cedcc2e.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.8799cf416025071aeefe5ad44aa093fe.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.9c699c458b0f3c3339fd03879a3e8ee8.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.b07d705c7626c096066ca23e3bceedac.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.df251aefc5fb9607170acdcb68be8f9d.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image13_png_jpg.rf.ea23fd56a8b7b7361802fa8665a43cd9.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\image14_png_jpg.rf.264e14e1832b104fb5623d02642d3b95.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\image14_png_jpg.rf.30d316c2d1c1a2179dc63710c4131f7e.jpg,0,0
